headline,date,doc_type,material_type,section,keywords
"With ‘The Bible,’ the Mini-Series Goes Back to the Beginning",2013-03-01,article,News,,"['Bible', 'Television']"
A Day of Watching TV at Sundance,2013-03-01,article,News,,"['Television', 'Sundance Film Festival (Park City, Utah)']"
Spain’s Paradors Face an Uncertain Future,2013-03-01,article,News,,"['Travel and Vacations', 'Historic Buildings and Sites', 'Hotels and Travel Lodgings']"
A Crunchy End to Winter,2013-03-01,article,News,,"['Cooking and Cookbooks', 'Pickles and Relishes', 'Radishes', 'Kimchi (South Korean Food)']"
Model Diary | Daria Strokous,2013-03-01,article,News,,"['Fashion and Apparel', 'Models (Professional)', 'Paris Fashion Week']"
Getting Comfortable With the New Vail,2013-03-01,article,News,,"['ALPINE SKIING', 'Travel and Vacations', 'Skiing']"
Vail at 50,2013-03-01,multimedia,Slideshow,,"['Skiing', 'Travel and Vacations']"
"9 Spring Breaks, From Budget to Beyond",2013-03-01,article,News,,"['Travel and Vacations', 'Travel Agencies and Agents', 'Families and Family Life']"
Safekeeping a Relic of the Punk Era,2013-03-01,article,News,,"['Books and Literature', 'Writing and Writers', 'Music']"
Shooting Vacation Video Like a Pro,2013-03-01,article,Question,,"['Cameras', 'Travel and Vacations', 'Video Recordings and Downloads', 'Web-Original Programming']"
"Bonnie Franklin, Steadfast Mom on ‘One Day at a Time,’ Dies at 69",2013-03-01,article,Obituary (Obit),,"['Television', 'Deaths (Obituaries)', 'ACTORS AND ACTRESSES']"
Now Hear This: Works by Chinese Sound Artists,2013-03-01,article,News,,['Art']
Tip Bankers Like Waiters,2013-03-01,article,News,,"['Banking and Financial Institutions', 'Regulation and Deregulation of Industry', 'Wages and Salaries', 'Waiters and Waitresses']"
Global Event Succeeds Where It Needs To,2013-03-01,article,News,,"['World Baseball Classic', 'Baseball']"
Statistics Guru Settles In With the Grizzlies,2013-03-01,article,News,,['Basketball']
10 Questions for the Red Bulls,2013-03-01,article,News,,['Soccer']
March 3 — March 9,2013-03-01,article,News,,['Culture (Arts)']
Ireland Seeks Easing of Its Debt Terms,2013-03-01,article,News,,"['European Sovereign Debt Crisis (2010- )', 'Banking and Financial Institutions', 'Credit and Debt']"
Italian Lender Sues Deutsche Bank and Nomura,2013-03-01,article,News,,"['Suits and Litigation', 'European Sovereign Debt Crisis (2010- )']"
Graphic Books Best Sellers: Batman Battles the Owls,2013-03-01,article,News,,"['Books and Literature', 'Graphic Novels']"
Sharp Memory Yields Perils and Payday,2013-03-01,article,Review,,['Theater']
Maison Martin Margiela: Fall 2013 RTW,2013-03-01,multimedia,Slideshow,,[]
It Helps to Lift the Bride Off Her Feet,2013-03-01,article,News,,"['Weddings and Engagements', 'Vows (Times Column)']"
‘Smash’ Getting Only a Little Help From DVR Numbers,2013-03-01,article,News,,['Television']
A Snapshot of Drilling on a Park’s Margins,2013-03-01,article,News,,"['Glaciers', 'Hydraulic Fracturing', 'Infrastructure (Public Works)', 'National Parks, Monuments and Seashores', 'Oil (Petroleum) and Gasoline', 'Wells']"
Dior: A Comfortable Embrace,2013-03-01,article,News,,['Fashion and Apparel']
Countdown to Sequester Links,2013-03-01,article,News,,['Obesity']
Vanessa Bruno: Fall 2013 RTW,2013-03-01,multimedia,Slideshow,,[]
Cleveland TV Station Celebrates Andy Griffith After Oscars Snub,2013-03-01,article,News,,"['Academy Awards (Oscars)', 'Movies', 'Television']"
Blogging Her Life With Cancer,2013-03-01,article,News,,"['Blogs and Blogging (Internet)', 'Breast Cancer', 'Emotions', 'Parenting']"
Breaking Free of Fashion’s Hamster Wheel,2013-03-01,article,News,,['Fashion and Apparel']
The Donut District,2013-03-01,article,News,,['Art']
The Week in Pictures for March 1,2013-03-01,multimedia,Slideshow,,['Gun Control']
"Church, State and Bible Class in Texas",2013-03-01,article,News,,"['Religion and Belief', 'Bible', 'Religion-State Relations', 'Education (K-12)', 'Christians and Christianity', 'Evangelical Movement']"
Q and A: The Angry Economist,2013-03-01,article,News,,"['Alternative and Renewable Energy', 'Global Warming', 'Kyoto Protocol', 'Natural Gas']"
"An Exuberance Is Bustin’ Out All Over, Under the Loving Gaze of a Father",2013-03-01,article,Review,,"['Dancing', 'Theater', 'Music']"
Two Composers’ Jaunts to Latin America,2013-03-01,article,Review,,"['Classical Music', 'Music']"
Week in Review: Sizable Pay for the Wall St. Survivors,2013-03-01,article,News,,[]
"For 3 Weeks, Eating Like Jews of Baghdad",2013-03-01,article,News,,"['Cooking and Cookbooks', 'Jews and Judaism', 'Restaurants']"
Judge Cuts Sum Owed to Apple Over Patents,2013-03-01,article,News,,"['Courts and the Judiciary', 'Inventions and Patents', 'Suits and Litigation']"
"The Week in Culture Pictures, March 1",2013-03-01,multimedia,Slideshow,,[]
Bill Cunningham | Right on Red,2013-03-01,multimedia,Video,,"['Fashion and Apparel', 'New York Fashion Week']"
Mom Always Said to Share,2013-03-01,article,News,,"['Real Estate and Housing (Residential)', 'Roommates', 'Families and Family Life']"
Movie Review | 'Leviathan',2013-03-01,multimedia,Video,,['Movies']
Guest Post: Constitutional Revenge,2013-03-01,article,News,,[]
Teams Begin Using Franchise Tag,2013-03-01,article,News,,"['Football', 'Free Agents (Sports)']"
Movie Review | 'Stoker',2013-03-01,multimedia,Video,,['Movies']
"Teenagers in The Times | February, 2013",2013-03-01,article,News,,[]
Fairway Market Reopens in Brooklyn,2013-03-01,multimedia,Video,,['Supermarkets and Grocery Stores']
Movie Review | ‘Jack the Giant Slayer’,2013-03-01,multimedia,Video,,['Movies']
Noodles With No Need to Dress Up,2013-03-01,article,News,,"['Cooking and Cookbooks', 'Pasta', 'Noodles']"
In Like a Lion: Knicks Face Tough Road in March,2013-03-01,article,News,,['Basketball']
Report May Ease Path for New Pipeline,2013-03-01,article,News,,"['Keystone Pipeline System', 'Environment', 'Oil (Petroleum) and Gasoline']"
"The Week in Culture Pictures, March 1",2013-03-01,article,News,,[]
On the Market in the Region,2013-03-01,multimedia,Slideshow,,['Real Estate and Housing (Residential)']
Wilson to Obama: March Forth!,2013-03-01,article,Op-Ed,,"['United States Politics and Government', 'Law and Legislation', 'Federal Budget (US)']"
Past Forward: What Good Is Amtrak?,2013-03-01,article,News,,[]
After Further Review...,2013-03-01,multimedia,Slideshow,,[]
It Pays to Look Like a High Roller ,2013-03-01,article,News,,"['Automobiles', 'Antique and Classic Cars']"
"Friday Night Music: Elephant Revival, Remembering a Beginning",2013-03-01,article,News,,[]
Poll Finds Record Support for Same-Sex Marriage in California,2013-03-01,article,News,,"['Polls and Public Opinion', 'Same-Sex Marriage, Civil Unions and Domestic Partnerships']"
The Holocaust Just Got More Shocking,2013-03-01,article,News Analysis,,"['Holocaust and the Nazi Era', 'World War II (1939-45)', 'Concentration Camps', 'War Crimes, Genocide and Crimes Against Humanity', 'Forced Labor', 'Jews and Judaism']"
A Pickle With Different Roots,2013-03-01,article,News,,"['Kimchi (South Korean Food)', 'Radishes']"
On the Market in New York City,2013-03-01,multimedia,Slideshow,,['Real Estate and Housing (Residential)']
"Teams Trailing Late in Games Play More Efficiently, Paper Suggests",2013-03-01,article,News,,['Basketball']
Photos of The Moment | Isabel Marant,2013-03-01,article,News,,[]
A Blog’s Adieu,2013-03-01,article,News,,['Blogs and Blogging (Internet)']
"New Jazz Vocabularies, a Bit of Elegance and Big Ideas",2013-03-01,article,News,,['Music']
Obama on the Budget Cuts,2013-03-01,multimedia,Video,,"['Budgets and Budgeting', 'Politics and Government']"
Pictures of the Day: Syria and Elsewhere,2013-03-01,article,News,,[]
Save That MetroCard! A New One Will Now Cost $1,2013-03-01,article,News,,"['MetroCard (NYC)', 'Transit Systems']"
Sonia Rykiel: Fall 2013 RTW,2013-03-01,multimedia,Slideshow,,[]
An Addendum,2013-03-01,article,News,,[]
"Big Ticket: Heat, Light and Height, Sold at $8.15 Million",2013-03-01,article,News,,['Real Estate and Housing (Residential)']
"Living In | Bronxville, N.Y.",2013-03-01,multimedia,Slideshow,,['Real Estate and Housing (Residential)']
Excerpt: 'Red Widow',2013-03-01,multimedia,Video,,[]
"Traditions Change, Even Here",2013-03-01,article,News,,['Real Estate and Housing (Residential)']
Fairway Market Comes Back After Sandy,2013-03-01,article,News,,[]
Backstage Beauty Report | Chalayan,2013-03-01,article,News,,[]
Adam Selman Dresses Rihanna for the Stage,2013-03-01,multimedia,Slideshow,,['Fashion and Apparel']
Insurgent St. Patrick’s Day Parade Comes Into Its Own,2013-03-01,article,News,,"['Homosexuality', 'Parades', ""St Patrick's Day""]"
A Well-Done Do-Over Raises the Final Grade,2013-03-01,article,Review,,"['Automobiles', 'Small Cars (Compact, Subcompact and Microcars)']"
The Week in Pictures for March 1 from Business,2013-03-01,multimedia,Slideshow,,"['Gulf of Mexico Oil Spill (2010)', 'United States Politics and Government']"
The Secret Weapon Behind Rihanna’s Look,2013-03-01,article,News,,"['Fashion and Apparel', 'London Fashion Week', 'Music']"
"With Rodman Stunt, American Reality TV and North Korean Propaganda Fuse",2013-03-01,article,News,,"['Basketball', 'Reality Television']"
2nd Copenhagen Bridge Invitational,2013-03-01,article,News,,"['Cards and Card Games', 'Bridge (Card Game)']"
How to Overcome a Gaffe: Two Contemporary Case Studies,2013-03-01,article,News,,['United States Politics and Government']
Plumbing the Deep,2013-03-01,multimedia,Video,,"['Movies', 'Documentary Films and Programs', 'ANTHROPOLOGY']"
Not Enough Inflation,2013-03-01,article,News,,['Inflation (Economics)']
A Comedian as Nice Guy Next Door?,2013-03-01,article,News,,"['Comedy and Humor', 'Television']"
Yohji Yamamoto: Fall 2013 RTW,2013-03-01,multimedia,Slideshow,,[]
"You Plunder, I’ll Pillage, Maybe We’ll Find England",2013-03-01,article,Review,,['Television']
England Develops a Voracious Appetite for a New Diet,2013-03-01,article,News,,"['Diet and Nutrition', 'Weight', 'Obesity', 'Books and Literature']"
The No-Limits Job,2013-03-01,article,News,,"['Internships', 'Labor and Jobs', 'Working Hours', 'Wages and Salaries', 'Youth', 'Recession and Depression']"
Let Your Body Sing,2013-03-01,article,News,,['Video Recordings and Downloads']
Manuela Frey Transforms Backstage at Maison Martin Margiela,2013-03-01,article,News,,"['Models (Professional)', 'Paris Fashion Week']"
A Brazilian Menu Inspired by Mom,2013-03-01,article,Review,,['Restaurants']
"Drawn Into Crime, Trying to Get Out",2013-03-01,article,Review,,['Television']
"Open Exploring, With Skill for a Net",2013-03-01,article,Review,,"['Jazz', 'Music']"
A Strong First Impression,2013-03-01,multimedia,Slideshow,,[]
The Devil Wants a Sequel,2013-03-01,article,Review,,['Movies']
Selections From the Sea on a Refreshed Menu,2013-03-01,article,Review,,['Restaurants']
With Friends Like These . . .,2013-03-01,article,Review,,['Movies']
"In Nigeria’s Largest City, Homeless Are Paying the Price of Progress",2013-03-01,article,News,,"['Homeless Persons', 'Poverty', 'Squatters', 'Real Estate (Commercial)']"
A High-Dollar Debutante Ball,2013-03-01,article,News,,"['Automobiles', 'Geneva International Motor Show']"
"Compressing Gas for a Cheaper, Simpler Hybrid",2013-03-01,article,News,,"['Automobiles', 'Electric and Hybrid Vehicles']"
Expressionism’s Sooty Anomaly,2013-03-01,article,Review,,"['Art', 'Colleges and Universities']"
Gunfight at the Universal-International Corral,2013-03-01,article,News,,"['Movies', 'Video Recordings and Downloads']"
Rich Tastes on Small Plates,2013-03-01,article,Review,,['Restaurants']
The Daily Do | Maison Martin Margiela,2013-03-01,article,News,,[]
A Time of Transition in the Church,2013-03-02,article,Letter,,"['Priests', 'Celibacy', 'Abstinence (Sexual)']"
Helping Homeless Veterans,2013-03-02,article,Letter,,"['Homeless Persons', 'Women and Girls', 'Veterans']"
"From Sure Hands, a Smooth Riesling",2013-03-02,article,News,,"['Riesling (Wine)', 'Wines']"
"Bright Lights, Big City (Redux)",2013-03-02,multimedia,Slideshow,,"['Parties (Social)', 'Bars and Nightclubs', 'Celebrities', 'Photography']"
"Bright Lights, Big City (Redux)",2013-03-02,article,News,,"['Bars and Nightclubs', 'Parties (Social)', 'Celebrities', 'Photography']"
Using Walls to Talk Back to Unwelcome ‘Compliments’,2013-03-02,article,News,,"['Posters', 'Women and Girls']"
Fighting the Insurer Over Hurricane Sandy Damage,2013-03-02,article,News,,"['Hurricane Sandy (2012)', 'Floods', 'Real Estate and Housing (Residential)', 'Homeowners Insurance']"
Too Fat to Enlist,2013-03-02,article,Letter,,"['Children and Childhood', 'Diet and Nutrition']"
Where Does Your Hurricane Sandy Claim Stand?,2013-03-02,article,News,,"['Hurricane Sandy (2012)', 'Insurance']"
Cruise Ship Safety,2013-03-02,article,Letter,,"['Cruises', 'Regulation and Deregulation of Industry']"
"Voyage to Thailand, by Land or Sea",2013-03-02,article,Review,,['Restaurants']
Run Airlines as a Monopoly,2013-03-02,article,Letter,,"['AIRLINES AND AIRPLANES', 'Antitrust Laws and Competition Issues', 'Regulation and Deregulation of Industry', 'Mergers, Acquisitions and Divestitures']"
French and Chad Forces Strike Militants in the Mountains of Mali ,2013-03-02,article,News,,"['Defense and Military Forces', 'Terrorism', 'Muslims and Islam']"
State Department Again Sees No Environmental Barriers to Keystone Pipeline,2013-03-02,article,News,,"['Global Warming', 'Greenhouse Gas Emissions', 'Keystone Pipeline System', 'Oil (Petroleum) and Gasoline', 'Pipelines']"
The Daily Shoe | Sonia Rykiel,2013-03-02,article,News,,[]
"Under Fire, the Mayor of Pittsburgh Quits Race",2013-03-02,article,News,,"['Elections, Mayors', 'United States Politics and Government', 'Police']"
Joe Johnson Back for Nets,2013-03-02,article,News,,[]
Tasting Freedom at Dior and Lanvin,2013-03-02,article,Review,,"['Fashion and Apparel', 'Paris Fashion Week']"
The Week in Pictures for March 1,2013-03-02,article,News,,"['Demonstrations, Protests and Riots', 'Gun Control', 'Photography', 'Social Networking (Internet)']"
Lawyers Go to Cambodia Over Statue,2013-03-02,article,News,,"['Art', 'ARCHAEOLOGY', 'Looting']"
Old Tricks Up New Sleeves,2013-03-02,article,Review,,"['Fashion and Apparel', 'Paris Fashion Week']"
Events in New Jersey,2013-03-02,article,Schedule,,"['Art', 'Culture (Arts)']"
Florida Man Lost in Sinkhole,2013-03-02,article,News,,"['Sinkholes', 'Missing Persons']"
Argentina’s About-Face on Terror,2013-03-02,article,Op-Ed,,"['Human Rights and Human Rights Violations', 'International Relations', 'Terrorism', 'Jews and Judaism']"
"In His Annual Letter, Buffett Plays Up Newspapers",2013-03-02,article,News,,[]
"‘Equality First, Guns Afterward’",2013-03-02,article,News,,"['Blacks', 'Black People', 'Draft and Recruitment (Military)', 'Emancipation Proclamation (1863)']"
Touring the Source of a Writer’s Vaunted Words,2013-03-02,article,News,,"['Writing and Writers', 'Books and Literature']"
Homeless in an Instant,2013-03-02,multimedia,Slideshow,,"['Real Estate (Commercial)', 'Homeless Persons', 'Poverty']"
Frisky Comedy and Hotel-Room Farce,2013-03-02,article,Review,,['Theater']
Questions Emerge About the Mold That Hurricane Sandy Left Behind,2013-03-02,article,News,,"['Mold', 'Medicine and Health', 'Hurricane Sandy (2012)', 'Floods', 'ALLERGIES']"
Wet Conditions Raise Issue of Lift-Clean-and-Place Rule,2013-03-02,article,News,,['Golf']
Events on Long Island,2013-03-02,article,Schedule,,"['Art', 'Culture (Arts)']"
Capitalists for Preschool,2013-03-02,article,Op-Ed,,"['Children and Childhood', 'Education (Pre-School)', 'Labor and Jobs', 'State of the Union Message (US)']"
"At Planetarium, It’s Not the Same Old Sky",2013-03-02,article,News,,"['Museums', 'Space', 'Stars and Galaxies']"
And the Oscar Doesn’t Go to the Oscars,2013-03-02,article,News,,[]
